PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Agonist Activity,Agonist Potency (uM),Agonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source,OPENADMET_CANONICAL_SMILES,INCHIKEY
4922,170465408.0,8275.0,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,BJVVMKUXKQHWJK-UHFFFAOYSA-N
4923,170466899.0,11180.0,CCCCCCCC(=O)[O-].CCCCCCCC(=O)[O-].[Zn+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCCCCC(=O)O,WWZKQHOCKIZLMA-UHFFFAOYSA-N
4924,170465662.0,27453.0,CCC(CC)(CNC(=O)CCCO)C1=CC(=CC=C1)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC(CC)(CNC(=O)CCCO)C1=CC=CC(OC)=C1,LMBMDLOSPKIWAP-UHFFFAOYSA-N
4925,170465777.0,6917773.0,CC1=C(OC(=O)O1)COC(=O)[C@H]2C(S[C@H]3N2C(=O)[C@H]3NC(=O)[C@@H](C4=CC=CC=C4)N)(C)C.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(COC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)[C@H](N)C4=CC=CC=C4)[C@H]3SC2(C)C)OC(=O)O1,ZKUKMWMSYCIYRD-ZXFNITATSA-N
4926,170465909.0,16141.0,CCC(=O)O[C@H]1CCC2C3CCC4([C@H](CCC4C3CCC2=C1)OC(=O)CC)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC(=O)O[C@@H]1C=C2CCC3C(CCC4(C)C3CC[C@@H]4OC(=O)CC)C2CC1,JFAXVZXNIGIDDA-OMBIEOGOSA-N
4927,170465491.0,16683101.0,C1(C(=O)NC(=N1)O[Al])NC(=O)N.O.O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC(=O)NC1=C(O)NC(=O)N1,MLVVTNIFHMERMU-UHFFFAOYSA-N
4928,170465957.0,5354035.0,CCCCC(/C=C(\C)/C=C/C=C/C(=O)N1CCCC1=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCC(O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,ZYPGADGCNXOUJP-YLVBRBDGSA-N
4929,170464750.0,5281077.0,CCC(/C=C/Cl)(C#C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C#CC(O)(/C=C/Cl)CC,ZEHYJZXQEQOSON-AATRIKPKSA-N
4930,170464639.0,50108.0,CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=C(C=CC(=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+],Inactive,0.0,,,inactive,inactive,,0,active antagonist,13.8548,-63.0171,GVK,CCN(CC)C1=CC=C(C(=C2C=CC(=[N+](CC)CC)C=C2)C2=CC(S(=O)(=O)O)=CC=C2S(=O)(=O)[O-])C=C1,YFKDCGWIINMRQY-UHFFFAOYSA-N
4931,170465286.0,5322.0,CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCN1C=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC1=O,SIBQAECNSSQUOD-UHFFFAOYSA-N
4932,170465058.0,23667529.0,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)C(=O)NC)I.[Na+],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CNC(=O)C1=C(I)C(NC(C)=O)=C(I)C(C(=O)O)=C1I,UXIGWFXRQKWHHA-UHFFFAOYSA-N
4933,170465553.0,72187524.0,CCCCCCCC/C=C/C(=O)[O-].CCCCCCCC/C=C/C(=O)[O-].[Ca+2],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCCCCCC/C=C/C(=O)O,IGBBVTAVILYDIO-MDZDMXLPSA-N
4934,170465520.0,7066.0,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN(C)CCN(CC1=CSC=C1)C1=CC=CC=N1,RCGYDFVCAAKKNG-UHFFFAOYSA-N
4935,170466095.0,251636.0,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@@H]1C=C2CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,FFWSSPXMEMPHCV-OMHQDGTGSA-N
4936,170465844.0,122073.0,CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCC2=CC=C(N3CCN(C(C4=CC=CC=C4)C4=CC=CC=C4)CC3)C=C2)C1C1=CC=CC([N+](=O)[O-])=C1,KYEZJMBSGPAYJJ-UHFFFAOYSA-N
4937,170465846.0,6481.0,CC(C)C(CC(C)N(C)C)(C#N)C1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(CC(C#N)(C1=CC=CC=C1)C(C)C)N(C)C,WFLSCFISQHLEED-UHFFFAOYSA-N
4938,170466762.0,118390.0,COC1=C(C=C(C=C1)S(=O)(=O)N)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C1=CC(S(N)(=O)=O)=CC=C1OC,MKDYDRQLKPGNNU-UHFFFAOYSA-N
4939,170466773.0,72924.0,C1=CC(=O)NC=C1C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)C1=CNC(=O)C=C1,BLHCMGRVFXRYRN-UHFFFAOYSA-N
4940,170466669.0,92041.0,CCOC1=NC=C(C(=O)N1)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC1=NC(=O)C(F)=CN1,XREDGJFKPWBNRQ-UHFFFAOYSA-N
4941,170466673.0,19750.0,C1=CC(=CC=C1C(=O)CCCCl)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(CCCCl)C1=CC=C(F)C=C1,HXAOUYGZEOZTJO-UHFFFAOYSA-N
4942,170466768.0,83064.0,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,IHNHAHWGVLXCCI-FDYHWXHSSA-N
4943,170466672.0,56738.0,COCCOCC(OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COCCOCC(OC)OC,JPOUJDLGAPEXAN-UHFFFAOYSA-N
4944,170466737.0,92515.0,COCCC1=CC=C(C=C1)OCC2CO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COCCC1=CC=C(OCC2CO2)C=C1,UEOWFGJMGUIGHC-UHFFFAOYSA-N
4945,170466701.0,198231.0,CCC1=C2C(=CC=C1)C(=CN2)CCO,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCC1=CC=CC2=C1NC=C2CCO,UVSDNCAZVSQJQA-UHFFFAOYSA-N
4946,170466740.0,13883.0,C1=CC=C(C(=C1)C2=NN=CO2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,OC1=CC=CC=C1C1=NN=CO1,OINXXHYENYVYPB-UHFFFAOYSA-N
4947,170466416.0,177236.0,COC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC(OC)=NC(O[C@H](C(=O)O)C(OC)(C2=CC=CC=C2)C2=CC=CC=C2)=N1,FEJVSJIALLTFRP-LJQANCHMSA-N
4948,170466753.0,89785.0,C1=CC(=CC=C1S(=O)(=O)NC(=O)N)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,AZEPYUPSYWCRBG-UHFFFAOYSA-N
4949,170466698.0,543207.0,C1=NN=NN1CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)CN1C=NN=N1,GRWAIJBHBCCLGS-UHFFFAOYSA-N
4950,170466684.0,2735932.0,CC1=C(C=CC=C1N)C(F)(F)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(N)C=CC=C1C(F)(F)F,TWLDBACVSHADLI-UHFFFAOYSA-N
4951,170466769.0,145512.0,CC1=CC=C(C=C1)C2=CC=CC=C2C#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC=C(C2=CC=CC=C2C#N)C=C1,ZGQVZLSNEBEHFN-UHFFFAOYSA-N
4952,170466658.0,69550.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN1C(=O)C2=C(N=CN2CC(=O)O)N(C)C1=O,HCYFGRCYSCXKNQ-UHFFFAOYSA-N
4953,170466680.0,75421.0,C1=CC2=C(C=CN2)C(=C1)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,OC1=CC=CC2=C1C=CN2,NLMQHXUGJIAKTH-UHFFFAOYSA-N
4954,170466759.0,138395.0,CC1=NC2=C(C=C1)C=CC(=C2)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC=C2C=CC(Cl)=CC2=N1,WQZQFYRSYLXBGP-UHFFFAOYSA-N
4955,170466146.0,124225.0,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCNCC4,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1SC2=C(C(=O)O)C(=O)C3=CC(F)=C(N4CCNCC4)C=C3N21,SUXQDLLXIBLQHW-UHFFFAOYSA-N
4956,170466700.0,73219.0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)(C)C1=CC(C=O)=CC(C(C)(C)C)=C1O,DOZRDZLFLOODMB-UHFFFAOYSA-N
4957,170466750.0,76991.0,COC1=CC2=C(C=C1)C=C(C=C2)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C2C=C(C=O)C=CC2=C1,VZBLASFLFFMMCM-UHFFFAOYSA-N
4958,170466417.0,82148.0,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C2C=CC=C(CCNC(C)=O)C2=C1,YJYPHIXNFHFHND-UHFFFAOYSA-N
4959,170466756.0,2733245.0,CCOC(=O)C(=O)C1=CSC(=N1)NC=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)C(=O)C1=CSC(NC=O)=N1,NTACMHVXGGGRQU-UHFFFAOYSA-N
4960,170466742.0,78212.0,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(C(=O)Cl)C(C2=C(Cl)C=CC=C2Cl)=NO1,IZQGELJKDARDMZ-UHFFFAOYSA-N
4961,170466754.0,80599.0,C1=CC=C(C(=C1)S)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,SC1=CC=CC=C1Cl,PWOBDMNCYMQTCE-UHFFFAOYSA-N
4962,170466752.0,14112.0,COC1=CC2=C(C=C1)C(=O)CCC2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C2C(=O)CCCC2=C1,MNALUTYMBUBKNX-UHFFFAOYSA-N
4963,170466692.0,83270.0,CC(C)NC(=O)C1=CC=C(C=C1)C=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)NC(=O)C1=CC=C(C=O)C=C1,OMFHZDXZIJJKFP-UHFFFAOYSA-N
4964,170466735.0,99472.0,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)O)CCC4=CC(=O)CC[C@]34C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)O,JMGWXUNLZGCGKA-UDCWSGSHSA-N
4965,170466671.0,3017698.0,COC1=CC(=CC(=C1OC)C(=O)O)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC(S(N)(=O)=O)=CC(C(=O)O)=C1OC,YEVQOPOKMKTXMD-UHFFFAOYSA-N
4966,170466710.0,5743835.0,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)O.Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)C1=CC=C(OCCN2CCCCC2)C=C1,XARCCBKWQPACEO-UHFFFAOYSA-N
4967,170466212.0,66569.0,CC1=COC2=CC=CC=C2C1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=COC2=CC=CC=C2C1=O,ABJKIHHNDMEBNA-UHFFFAOYSA-N
4968,170466675.0,550206.0,C1CN(CCN1)C(=O)C2=CC=CO2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(C1=CC=CO1)N1CCNCC1,SADPINFEWFPMEA-UHFFFAOYSA-N
4969,170466714.0,643918.0,C/C(=C/C(=O)OC)/N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)CC(C)=N,SNEKCFHCPSDOKH-UHFFFAOYSA-N
4970,170466765.0,94955.0,C1=CC(=C(C=C1N)C(F)(F)F)[N+](=O)[O-],Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,NC1=CC=C([N+](=O)[O-])C(C(F)(F)F)=C1,UTKUVRNVYFTEHF-UHFFFAOYSA-N
4971,170466665.0,19494.0,C1CC(C1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)C1CCC1,TXWOGHSRPAYOML-UHFFFAOYSA-N
4972,170466703.0,34767.0,CCOC(=O)N1CCC(=O)CC1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)N1CCC(=O)CC1,LUBGFMZTGFXIIN-UHFFFAOYSA-N
4973,170466350.0,441130.0,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,DMJNNHOOLUXYBV-PQTSNVLCSA-N
4974,170466720.0,85624.0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(C(=O)Cl)C(C2=CC=CC=C2)=NO1,HXEVQMXCHCDPSO-UHFFFAOYSA-N
4975,170466764.0,2733673.0,COC1=CC=C(C=C1)[C@H]2[C@H](C(=O)NC3=CC=CC=C3S2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C([C@@H]2SC3=CC=CC=C3NC(=O)[C@@H]2O)C=C1,LHBHZALHFIQJGJ-CABCVRRESA-N
4976,170466716.0,483180.0,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)Cl)F)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)C1=CN(C2CC2)C2=CC(Cl)=C(F)C=C2C1=O,ISPVACVJFUIDPD-UHFFFAOYSA-N
4977,170466685.0,80168.0,CCCC(CCC)(C(=O)OCC)C(=O)OCC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCC(CCC)(C(=O)OCC)C(=O)OCC,NNDOHYGFLASMFR-UHFFFAOYSA-N
4978,170466694.0,117295.0,CCN1CCCC1CN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCN1CCCC1CN,UNRBEYYLYRXYCG-UHFFFAOYSA-N
4979,170466738.0,90235.0,COC1=C(C=C2C(=C1)C(=NC(=N2)Cl)N)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC2=NC(Cl)=NC(N)=C2C=C1OC,HWIIAAVGRHKSOJ-UHFFFAOYSA-N
4980,170466749.0,562087.0,CCOC(=O)C(=O)CCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)C(=O)CCC1=CC=CC=C1,STPXIOGYOLJXMZ-UHFFFAOYSA-N
4981,170466711.0,2733660.0,C1=CC(=C(C=C1Br)F)CBr,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,FC1=CC(Br)=CC=C1CBr,XMHNLZXYPAULDF-UHFFFAOYSA-N
4982,170466755.0,33498.0,CC1=C(N2[C@@H]([C@@H](C2=O)N)SC1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,NVIAYEIXYQCDAN-CLZZGJSISA-N
4983,170466718.0,118574.0,COC1=C(C=C(C=C1)Cl)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C1=CC(Cl)=CC=C1OC,HPTHYBXMNNGQEF-UHFFFAOYSA-N
4984,170466772.0,75018.0,COC1=C(C=C2C(=C1)CCC2=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC2=C(C=C1OC)C(=O)CC2,IHMQOBPGHZFGLC-UHFFFAOYSA-N
4985,170466713.0,3018793.0,CCOC(=O)C(=O)CCCCCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)C(=O)CCCCCCl,YJJLIIMRHGRCFM-UHFFFAOYSA-N
4986,170466774.0,96387.0,C1CNCCC1(C2=CC=CC=C2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,OC1(C2=CC=CC=C2)CCNCC1,KQKFQBTWXOGINC-UHFFFAOYSA-N
4987,170466215.0,68865.0,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCN(CC)CC(=O)OC1=CC=C(NC(C)=O)C=C1,QTGAJCQTLIRCFL-UHFFFAOYSA-N
4988,170466612.0,66991.0,COCCC1=CC=CC=N1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COCCC1=CC=CC=N1,QRBVCAWHUSTDOT-UHFFFAOYSA-N
4989,170466166.0,41448.0,C1C2=CC=CC=C2C(=O)C3=C(O1)C=CC(=C3)CC(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(O)CC1=CC=C2OCC3=CC=CC=C3C(=O)C2=C1,QFGMXJOBTNZHEL-UHFFFAOYSA-N
4990,170466757.0,89805.0,CC(=O)C1=CC2=CC=CC=C2S1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)C1=CC2=CC=CC=C2S1,SGSGCQGCVKWRNM-UHFFFAOYSA-N
4991,170466721.0,736331.0,CCCC(=O)NC1=CC(=C(C=C1)O)C(=O)C,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCC(=O)NC1=CC=C(O)C(C(C)=O)=C1,FGWZEOPEZISTTR-UHFFFAOYSA-N
4992,170466704.0,78766.0,C1=CC=C2C(=C1)C(=O)N(C(=O)N2)CCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC2=CC=CC=C2C(=O)N1CCCl,HWFSVCPXNLEACG-UHFFFAOYSA-N
4993,170466679.0,25887.0,COC1=CC(=CC(=C1OC)OC)CC#N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC(CC#N)=CC(OC)=C1OC,ACFJNTXCEQCDBX-UHFFFAOYSA-N
4994,170466729.0,85542.0,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C(Cl)C=C1C(=O)NCCC1=CC=C(S(N)(=O)=O)C=C1,KVWWTCSJLGHLRM-UHFFFAOYSA-N
4995,170466736.0,152932.0,C1CN(CCN1)C(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,FC1=CC=C(C(C2=CC=C(F)C=C2)N2CCNCC2)C=C1,TTXIFFYPVGWLSE-UHFFFAOYSA-N
4996,170466751.0,91805.0,C1CC(CCC1=O)(C#N)C2=CC=C(C=C2)F,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,N#CC1(C2=CC=C(F)C=C2)CCC(=O)CC1,FNWWTNNFZGBMEM-UHFFFAOYSA-N
4997,170466687.0,38282.0,C1CNCCC1(C2=CC=C(C=C2)Cl)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,OC1(C2=CC=C(Cl)C=C2)CCNCC1,LZAYOZUFUAMFLD-UHFFFAOYSA-N
4998,170466163.0,6154037.0,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC(/C=C/C(N)=O)=CC(OC)=C1OC,LRLKZVMLJBNNPE-SNAWJCMRSA-N
4999,170466664.0,712441.0,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)N1CCN(C2=CC=C(O)C=C2)CC1,AGVNLFCRZULMKK-UHFFFAOYSA-N
5000,170466748.0,198212.0,CC(=O)C1=CC(=C(C=C1)O)C(=O)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)C1=CC=C(O)C(C(N)=O)=C1,LWAQTCWTCCNHJR-UHFFFAOYSA-N
5001,170466695.0,77547.0,CCOC(=O)C1=CC(=C(C=C1)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)C1=CC=C(O)C(O)=C1,KBPUBCVJHFXPOC-UHFFFAOYSA-N
5002,170466722.0,109094.0,CCOC(=O)CN1CCCC1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCOC(=O)CN1CCCC1=O,AQZWKPDVWWJWRY-UHFFFAOYSA-N
5003,170466670.0,104607.0,C1CNCCC1N2C3=C(C=C(C=C3)Cl)NC2=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1NC2=CC(Cl)=CC=C2N1C1CCNCC1,DOAYWDKFDPSTSV-UHFFFAOYSA-N
5004,170466770.0,12103.0,C1=CC(=CC(=C1)Cl)CCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,ClCC1=CC=CC(Cl)=C1,DDGRAFHHXYIQQR-UHFFFAOYSA-N
5005,170466745.0,81349.0,CN1CCN(CC1)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CN1CCN(N)CC1,RJWLLQWLBMJCFD-UHFFFAOYSA-N
5006,170466771.0,77721.0,CC(=O)NC1=C(C=C(C(=C1)OC)C(=O)OC)Cl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC(=O)C1=CC(Cl)=C(NC(C)=O)C=C1OC,OUEXNQRVYGYGIK-UHFFFAOYSA-N
5007,170466351.0,6445007.0,C/C(=C\C(=O)O)/C1=C(C=C(C=C1)OC)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC1=CC=C(/C(C)=C/C(=O)O)C(OC)=C1,VNLOISSPTMDCIF-SOFGYWHQSA-N
5008,170466683.0,7527.0,C1CN2CCC1CC2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,C1CN2CCC1CC2,SBYHFKPVCBCYGV-UHFFFAOYSA-N
5009,170466666.0,10601.0,CC(=O)C1CCOC1=O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(=O)C1CCOC1=O,OMQHDIHZSDEIFH-UHFFFAOYSA-N
5010,170466699.0,136843.0,C1CCC2(C1)CC(=O)NC(=O)C2,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C1CC2(CCCC2)CC(=O)N1,YRTHJMQKDCXPAY-UHFFFAOYSA-N
5011,170466758.0,96350.0,CC1=C(C=CS1)Br,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=C(Br)C=CS1,DFTNCGRDYHINDS-UHFFFAOYSA-N
5012,170466743.0,81669.0,C1CCN(C1)CCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,ClCCN1CCCC1,RMGFLMXDCGQKPS-UHFFFAOYSA-N
5013,170466179.0,216385.0,CC1=CC(=O)OC2=C1C=CC(=C2)O[C@H]3[C@@H]([C@H]([C@@H](CS3)O)O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC1=CC(=O)OC2=CC(O[C@@H]3SC[C@@H](O)[C@H](O)[C@H]3O)=CC=C12,JRHNIQQUVJOPQC-AQNFWKISSA-N
5014,170466183.0,65773.0,CCCC1=NC=C(S1)C(=O)O,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCCC1=NC=C(C(=O)O)S1,IOSZDNOGOPHEPH-UHFFFAOYSA-N
5015,170466532.0,9376.0,C1=CC=C(C=C1)CCNC(=O)CCCl,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,O=C(CCCl)NCCC1=CC=CC=C1,BITWVVLBVUMFHU-UHFFFAOYSA-N
5016,170466190.0,219078.0,CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,VPPJLAIAVCUEMN-GFCCVEGCSA-N
5017,170466668.0,6454351.0,CCS(=O)(=O)C1=CC(=C(C=C1)OC)C(=O)OC,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCS(=O)(=O)C1=CC=C(OC)C(C(=O)OC)=C1,UUARTHQJSZTOEM-UHFFFAOYSA-N
5018,170466702.0,60993.0,CCN(CC)CCN,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CCN(CC)CCN,UDGSVBYJWHOHNN-UHFFFAOYSA-N
5019,170466437.0,25223.0,CC(C)(CC1=CC=CC=C1Cl)N,Inactive,0.0,,,inactive,inactive,,0,inactive,,0,GVK,CC(C)(N)CC1=CC=CC=C1Cl,HXCXASJHZQXCKK-UHFFFAOYSA-N
